customer_id,customer_key,firstname,lastname,gender,marital_status,country,birthdate,customer_created_date
11075,AW00011075,Felicia,Jimenez,Female,Single,null,1963-05-16,2025-10-07
11076,AW00011076,Blake,Anderson,Male,Single,null,1963-01-10,2025-10-07
11077,AW00011077,Leah,Ye,Female,Single,null,1963-03-19,2025-10-07
11078,AW00011078,Gina,Martin,Female,Single,null,1985-01-06,2025-10-07
11079,AW00011079,Donald,Gonzalez,Male,Single,null,1970-03-07,2025-10-07
11080,AW00011080,Damien,Chander,Male,Married,null,1965-01-13,2025-10-07
11081,AW00011081,Savannah,Baker,Female,Married,null,1972-01-21,2025-10-07
11082,AW00011082,Angela,Butler,Female,Single,null,1972-02-01,2025-10-07
11083,AW00011083,Alyssa,Cox,Female,Married,null,1977-03-11,2025-10-07
11084,AW00011084,Lucas,Phillips,Male,Single,null,1963-03-12,2025-10-07
11085,AW00011085,Emily,Johnson,Female,Single,null,1963-01-16,2025-10-07
11086,AW00011086,Ryan,Brown,Male,Married,null,1963-06-22,2025-10-07
11087,AW00011087,Tamara,Liang,Female,Married,null,1963-04-02,2025-10-07
11088,AW00011088,Hunter,Davis,Male,Married,null,1963-05-25,2025-10-07
11089,AW00011089,Abigail,Price,Female,Single,null,1962-08-05,2025-10-07
11090,AW00011090,Trevor,Bryant,Male,Single,null,1968-12-13,2025-10-07
11091,AW00011091,Dalton,Perez,Male,Married,null,1962-10-02,2025-10-07
11092,AW00011092,Cheryl,Diaz,Female,Married,null,1972-11-02,2025-10-07
11093,AW00011093,Aimee,He,Female,Married,null,1978-09-06,2025-10-07
11094,AW00011094,Cedric,Ma,Male,Single,null,1967-09-29,2025-10-07
11095,AW00011095,Chad,Kumar,Male,Single,null,1968-02-29,2025-10-07
11096,AW00011096,Andrés,Anand,Male,Married,null,1968-02-07,2025-10-07
11097,AW00011097,Edwin,Nara,Male,Married,null,1972-10-23,2025-10-07
11098,AW00011098,Mallory,Rubio,Female,Single,null,1966-10-29,2025-10-07
11099,AW00011099,Adam,Ross,Male,Married,null,1966-09-05,2025-10-07
11100,AW00011100,Latasha,Navarro,Female,Single,null,1966-03-15,2025-10-07
11101,AW00011101,Abby,Sai,Female,Single,null,1970-11-05,2025-10-07
11102,AW00011102,Julia,Nelson,Female,Single,null,1970-10-19,2025-10-07
11103,AW00011103,Cassie,Chande,Female,Single,null,1981-04-12,2025-10-07
11104,AW00011104,Edgar,Sara,Male,Married,null,1975-03-08,2025-10-07
11105,AW00011105,Candace,Fernandez,Female,Single,null,1970-06-27,2025-10-07
11106,AW00011106,Jessie,Liu,Male,Single,null,1970-03-11,2025-10-07
11107,AW00011107,Bianca,Lin,Female,Married,null,1976-03-04,2025-10-07
11108,AW00011108,Kari,Alvarez,Female,Single,null,1969-01-10,2025-10-07
11109,AW00011109,Ruben,Kapoor,Male,Single,null,1980-04-30,2025-10-07
11110,AW00011110,Curtis,Yang,Male,Married,null,1967-12-04,2025-10-07
11111,AW00011111,Meredith,Gutierrez,Female,Married,null,1967-08-23,2025-10-07
11112,AW00011112,Crystal,Wang,Female,Married,null,1968-03-08,2025-10-07
11113,AW00011113,Micheal,Blanco,Male,Married,null,1973-02-17,2025-10-07
11114,AW00011114,Leslie,Moreno,Female,Single,null,1967-11-25,2025-10-07
11115,AW00011115,Alvin,Cai,Male,Married,null,1967-08-12,2025-10-07
11116,AW00011116,Clinton,Carlson,Male,Married,null,1979-04-02,2025-10-07
11117,AW00011117,April,Deng,Female,Married,null,1966-08-21,2025-10-07
11118,AW00011118,Alvin,Zeng,Male,Single,null,1962-12-31,2025-10-07
11119,AW00011119,Evan,James,Male,Single,null,1940-10-07,2025-10-07
11120,AW00011120,Beth,Jiménez,Female,Single,null,1942-02-06,2025-10-07
11121,AW00011121,Orlando,Suarez,Male,Married,null,1966-05-18,2025-10-07
11122,AW00011122,Byron,Vazquez,Male,Married,null,1965-09-30,2025-10-07
11123,AW00011123,Philip,Alvarez,Male,Married,null,1965-12-18,2025-10-07
11124,AW00011124,Ross,Jordan,Male,Single,null,1968-07-23,2025-10-07
11125,AW00011125,Dana,Navarro,Female,Single,null,1961-10-06,2025-10-07
11126,AW00011126,Shaun,Carson,Male,Married,null,1954-10-05,2025-10-07
11127,AW00011127,Jan,Edwards,Female,Married,null,1981-04-19,2025-10-07
11128,AW00011128,Samantha,Long,Female,Married,null,1981-06-03,2025-10-07
11129,AW00011129,Julia,Wright,Female,Single,null,1981-02-01,2025-10-07
11130,AW00011130,Caroline,Russell,Female,Married,null,1985-07-05,2025-10-07
11131,AW00011131,Amanda,Rivera,Female,Married,null,1985-09-09,2025-10-07
11132,AW00011132,Melissa,Richardson,Female,Single,null,1986-04-25,2025-10-07
11133,AW00011133,Angela,Griffin,Female,Single,null,1986-03-08,2025-10-07
11134,AW00011134,Larry,Townsend,Male,Single,null,1957-02-22,2025-10-07
11135,AW00011135,Marcus,Harris,Male,Single,null,1985-05-02,2025-10-07
11136,AW00011136,Brianna,Morgan,Female,Single,null,1984-04-24,2025-10-07
11137,AW00011137,Jasmine,Taylor,Female,Married,null,1984-01-17,2025-10-07
11138,AW00011138,Lauren,Davis,Female,Married,null,1984-03-14,2025-10-07
11139,AW00011139,Tanya,Moreno,Female,Single,null,1949-11-05,2025-10-07
11140,AW00011140,Javier,Alvarez,Male,Single,null,1982-08-11,2025-10-07
11141,AW00011141,Nicole,Ramirez,Female,Married,null,1982-12-19,2025-10-07
11142,AW00011142,Eduardo,Patterson,Male,Single,null,1983-02-11,2025-10-07
11143,AW00011143,Jonathan,Henderson,Male,Married,null,1982-08-04,2025-10-07
11144,AW00011144,Edward,Hernandez,Male,Single,null,1985-03-08,2025-10-07
11145,AW00011145,Jasmine,Coleman,Female,Single,null,1985-06-06,2025-10-07
11146,AW00011146,Karla,Goel,Female,Single,null,1945-02-22,2025-10-07
11147,AW00011147,Ernest,Wu,Male,Married,null,1944-08-04,2025-10-07
11148,AW00011148,Ross,Vazquez,Male,Married,null,1947-02-13,2025-10-07
11149,AW00011149,Theodore,Gill,Male,Married,null,1946-10-18,2025-10-07
11150,AW00011150,Russell,Shen,Male,Single,null,1946-09-12,2025-10-07
11151,AW00011151,Melinda,Gill,Female,Single,null,1947-08-25,2025-10-07
11152,AW00011152,James,Williams,Male,Single,null,1981-07-09,2025-10-07
11153,AW00011153,Angela,James,Female,Married,null,1981-12-21,2025-10-07
11154,AW00011154,Megan,Walker,Female,Single,null,1982-02-18,2025-10-07
11155,AW00011155,Hunter,Robinson,Male,Single,null,1981-07-25,2025-10-07
11156,AW00011156,Maria,Roberts,Female,Single,null,1981-08-06,2025-10-07
11157,AW00011157,Hannah,Long,Female,Married,null,1980-12-08,2025-10-07
11158,AW00011158,Jason,Wright,Male,Single,null,1981-04-06,2025-10-07
11159,AW00011159,Brianna,Hughes,Female,Single,null,1981-03-16,2025-10-07
11160,AW00011160,Maurice,Tang,Male,Single,null,1979-07-08,2025-10-07
11161,AW00011161,Emily,Wood,Female,Single,null,1979-10-20,2025-10-07
11162,AW00011162,Chase,Cox,Male,Single,null,1979-09-02,2025-10-07
11163,AW00011163,Gabriel,Wang,Male,Married,null,1980-06-18,2025-10-07
11164,AW00011164,Devin,Brooks,Male,Single,null,1979-11-02,2025-10-07
11165,AW00011165,Jocelyn,Alexander,Female,Married,null,1979-01-15,2025-10-07
11166,AW00011166,Ashley,Martinez,Female,Single,null,1977-10-22,2025-10-07
11167,AW00011167,Jasmine,Barnes,Female,Single,null,1978-01-29,2025-10-07
11168,AW00011168,David,Rodriguez,Male,Single,null,1973-11-12,2025-10-07
11169,AW00011169,Bryce,Richardson,Male,Married,null,1973-12-20,2025-10-07
11170,AW00011170,Carol,Howard,Female,Married,null,1973-08-04,2025-10-07
11171,AW00011171,Jonathan,Hill,Male,Single,null,1978-10-05,2025-10-07
11172,AW00011172,Gabrielle,Adams,Female,Married,null,1973-05-20,2025-10-07
11173,AW00011173,Sarah,Thomas,Female,Single,null,1973-02-28,2025-10-07
11174,AW00011174,Nicholas,Robinson,Male,Married,null,1973-01-09,2025-10-07
11175,AW00011175,Luis,Wang,Male,Single,null,1968-09-01,2025-10-07
11176,AW00011176,Mason,Roberts,Male,Married,null,1979-01-21,2025-10-07
11177,AW00011177,Jose,Flores,Male,Married,null,1948-01-01,2025-10-07
11178,AW00011178,Nathan,Johnson,Male,Married,null,1954-08-20,2025-10-07
11179,AW00011179,Molly,Rodriguez,Female,Married,null,1959-12-08,2025-10-07
11180,AW00011180,April,Anand,Female,Married,null,1948-07-01,2025-10-07
11181,AW00011181,Devin,Martin,Male,Married,null,1960-02-01,2025-10-07
11182,AW00011182,Stephanie,Torres,Female,Single,null,1950-02-22,2025-10-07
11183,AW00011183,Jasmine,Lee,Female,Single,null,1950-01-12,2025-10-07
11184,AW00011184,Meghan,Hernandez,Female,Single,null,1955-11-13,2025-10-07
11185,AW00011185,Ashley,Henderson,Female,Single,null,1950-04-07,2025-10-07
11186,AW00011186,Sarah,Price,Female,Single,null,1949-11-18,2025-10-07
11187,AW00011187,Jennifer,Cooper,Female,Married,null,1949-08-21,2025-10-07
11188,AW00011188,Catherine,Morris,Female,Married,null,1950-03-06,2025-10-07
11189,AW00011189,Lawrence,Blanco,Male,Single,null,1950-01-12,2025-10-07
11190,AW00011190,Carson,Bryant,Male,Married,null,1949-12-20,2025-10-07
11191,AW00011191,Kristi,Perez,Female,Single,null,1951-06-17,2025-10-07
11192,AW00011192,James,Brown,Male,Married,null,1951-03-13,2025-10-07
11193,AW00011193,Ian,Gray,Male,Married,null,1950-08-13,2025-10-07
11194,AW00011194,Jacqueline,Price,Female,Married,null,1950-12-08,2025-10-07
11195,AW00011195,Megan,Henderson,Female,Married,null,1951-08-10,2025-10-07
11196,AW00011196,Alfredo,Romero,Male,Married,null,1951-12-05,2025-10-07
11197,AW00011197,Andrea,Morris,Female,Married,null,1951-12-16,2025-10-08
11198,AW00011198,Brooke,Sanders,Female,Single,null,1952-05-25,2025-10-08
11199,AW00011199,Jacqueline,Bennett,Female,Married,null,1957-11-02,2025-10-08
11200,AW00011200,Jason,Griffin,Male,Married,null,1953-05-21,2025-10-08
11201,AW00011201,Amanda,Foster,Female,Married,null,1953-02-14,2025-10-08
11202,AW00011202,Alexia,Price,Female,Married,null,1958-08-22,2025-10-08
11203,AW00011203,Luis,Diaz,Male,Married,null,1959-08-18,2025-10-08
11204,AW00011204,Destiny,Rivera,Female,Married,null,1953-11-29,2025-10-08
11205,AW00011205,Abby,Fernandez,Female,Married,null,1954-01-21,2025-10-08
11206,AW00011206,Blake,Flores,Male,Married,null,1954-03-24,2025-10-08
11207,AW00011207,Danielle,Cox,Female,Single,null,1954-01-16,2025-10-08
11208,AW00011208,Maria,Reed,Female,Married,null,1953-08-03,2025-10-08
11209,AW00011209,Allison,Evans,Female,Married,null,1953-07-12,2025-10-08
11210,AW00011210,Edward,Wood,Male,Married,null,1953-12-06,2025-10-08
11211,AW00011211,Samantha,Russell,Female,Married,null,1960-10-08,2025-10-08
11212,AW00011212,Chloe,Campbell,Female,Married,null,1955-05-05,2025-10-08
11213,AW00011213,Stephanie,Murphy,Female,Single,null,1954-11-11,2025-10-08
11214,AW00011214,Charles,Miller,Male,Single,null,1955-05-07,2025-10-08
11215,AW00011215,Ana,Perry,Female,Married,null,1961-06-17,2025-10-08
11216,AW00011216,Jasmine,Torres,Female,Single,null,1955-11-17,2025-10-08
11217,AW00011217,Natalie,Adams,Female,Single,null,1955-08-11,2025-10-08
11218,AW00011218,Olivia,Brown,Female,Single,null,1961-09-07,2025-10-08
11219,AW00011219,Charles,Cook,Male,Married,null,1956-05-31,2025-10-08
11220,AW00011220,Erica,Huang,Female,Married,null,1961-02-19,2025-10-08
11221,AW00011221,Nathan,Perry,Male,Married,null,1955-12-08,2025-10-08
11222,AW00011222,Alexandra,Rivera,Female,Married,null,1956-02-14,2025-10-08
11223,AW00011223,Hailey,Patterson,Female,Single,null,1957-03-15,2025-10-08
11224,AW00011224,Tiffany,Li,Female,Single,null,1957-03-05,2025-10-08
11225,AW00011225,Madison,Lee,Female,Married,null,1962-02-12,2025-10-08
11226,AW00011226,Sydney,Ross,Female,Married,null,1962-09-23,2025-10-08
11227,AW00011227,Marshall,Chavez,Male,Single,null,1962-08-08,2025-10-08
11228,AW00011228,Ashley,Jones,Female,Married,null,1956-10-16,2025-10-08
11229,AW00011229,Adrian,Stewart,Male,Single,null,1957-06-01,2025-10-08
11230,AW00011230,Amber,Turner,Female,Married,null,1956-09-30,2025-10-08
11231,AW00011231,Dennis,Zhang,Male,Married,null,1963-11-11,2025-10-08
11232,AW00011232,Hailey,Bryant,Female,Married,null,1958-03-27,2025-10-08
11233,AW00011233,Todd,Li,Male,Married,null,1963-09-06,2025-10-08
11234,AW00011234,Anna,Griffin,Female,Single,null,1958-05-19,2025-10-08
11235,AW00011235,Angel,Stewart,Male,Married,null,1957-08-07,2025-10-08
11236,AW00011236,Jeremy,Butler,Male,Single,null,1957-09-02,2025-10-08
11237,AW00011237,Clarence,Anand,Male,Single,null,1964-03-22,2025-10-08
11238,AW00011238,Mayra,Prasad,Female,Single,null,1964-02-07,2025-10-08
11239,AW00011239,Latoya,Goel,Female,Married,null,1969-10-02,2025-10-08
11240,AW00011240,Anne,Hernandez,Female,Married,null,1964-06-09,2025-10-08
11241,AW00011241,Lisa,Cai,Female,Single,null,1974-04-06,2025-10-08
11242,AW00011242,Larry,Munoz,Male,Married,null,1963-05-11,2025-10-08
11243,AW00011243,Robin,Alvarez,Female,Married,null,1963-04-08,2025-10-08
11244,AW00011244,Alexis,Coleman,Female,Single,null,1968-11-22,2025-10-08
11245,AW00011245,Ricky,Vazquez,Male,Married,null,1962-04-26,2025-10-08
11246,AW00011246,Latasha,Rubio,Female,Married,null,1962-04-08,2025-10-08
11247,AW00011247,Claudia,Zhou,Female,Single,null,1961-12-04,2025-10-08
11248,AW00011248,Tristan,Alexander,Male,Married,null,1966-03-22,2025-10-08
11249,AW00011249,Cindy,Patel,Female,Married,null,1966-07-09,2025-10-08
11250,AW00011250,Shannon,Liu,Female,Married,null,1966-03-08,2025-10-08
11251,AW00011251,Xavier,Long,Male,Single,null,1938-01-01,2025-10-08
11252,AW00011252,Nicholas,Thompson,Male,Single,null,1937-12-05,2025-10-08
11253,AW00011253,José,Hernandez,Male,Married,null,1949-08-24,2025-10-08
11254,AW00011254,Johnathan,Vance,Male,Married,null,1938-08-31,2025-10-08
11255,AW00011255,Colin,Lin,Male,Married,null,1938-10-02,2025-10-08
11256,AW00011256,Katelyn,Hernandez,Female,Married,null,1939-03-20,2025-10-08
11258,AW00011258,Xavier,Hill,Male,Married,null,1938-12-26,2025-10-08
11259,AW00011259,Victoria,Stewart,Female,Married,null,1970-09-24,2025-10-08
11260,AW00011260,Katelyn,Kelly,Female,Married,null,1976-04-08,2025-10-08
11261,AW00011261,Stephanie,Collins,Female,Married,null,1970-10-22,2025-10-08
11262,AW00011262,Jennifer,Simmons,Female,Married,null,1975-05-01,2025-10-08
11263,AW00011263,Trinity,Richardson,Female,Married,null,1970-03-11,2025-10-08
11264,AW00011264,Eduardo,Martin,Male,Single,null,1969-12-15,2025-10-08
11265,AW00011265,Elizabeth,Jones,Female,Married,null,1970-01-10,2025-10-08
11266,AW00011266,Taylor,Howard,Female,Single,null,1969-11-02,2025-10-08
11267,AW00011267,David,Diaz,Male,Single,null,1975-09-29,2025-10-08
11268,AW00011268,Katelyn,Carter,Female,Married,null,1969-10-31,2025-10-08
11269,AW00011269,Ryan,Foster,Male,Married,null,1975-10-10,2025-10-08
11270,AW00011270,Robert,Lee,Male,Married,null,1975-05-01,2025-10-08
11271,AW00011271,Danielle,Reed,Female,Single,null,1969-12-03,2025-10-08
11272,AW00011272,Lauren,Martinez,Female,Single,null,1962-05-10,2025-10-08
11273,AW00011273,Nathan,Lal,Male,Married,null,1962-03-31,2025-10-08
11274,AW00011274,Kyle,Foster,Male,Married,null,1939-10-10,2025-10-08
11275,AW00011275,Jenny,Rai,Female,Married,null,1939-07-18,2025-10-08
11276,AW00011276,Nancy,Chapman,Female,Married,null,1974-09-15,2025-10-08
11277,AW00011277,Charles,Jackson,Male,Married,null,1968-12-07,2025-10-08
11278,AW00011278,Jonathan,Phillips,Male,Single,null,1969-02-16,2025-10-08
11279,AW00011279,Amanda,Cook,Female,Married,null,1974-09-08,2025-10-08
11280,AW00011280,Robert,Collins,Male,Married,null,1969-02-17,2025-10-08
11281,AW00011281,Megan,Barnes,Female,Single,null,1974-10-06,2025-10-08
11282,AW00011282,Christian,Thomas,Male,Married,null,1967-07-16,2025-10-08
11283,AW00011283,Arturo,Lal,Male,Married,null,1968-04-24,2025-10-08
11284,AW00011284,Theresa,Serrano,Female,Married,null,1967-09-24,2025-10-08
11285,AW00011285,Jeremy,Anderson,Male,Married,null,1973-03-15,2025-10-08
11286,AW00011286,Hunter,Griffin,Male,Married,null,1967-08-31,2025-10-08
11287,AW00011287,Henry,Garcia,Male,Married,null,1966-07-16,2025-10-08
11288,AW00011288,Cindy,Sanchez,Female,Married,null,1978-03-12,2025-10-08
11289,AW00011289,Maria,Carter,Female,Married,null,1972-03-03,2025-10-08
11290,AW00011290,Katelyn,Sanchez,Female,Married,null,1972-08-14,2025-10-08
11291,AW00011291,Jenna,Wright,Female,Married,null,1972-05-01,2025-10-08
11292,AW00011292,Seth,Phillips,Male,Single,null,1967-05-05,2025-10-08
11293,AW00011293,Luke,Long,Male,Single,null,1960-11-23,2025-10-08
11294,AW00011294,Dalton,Clark,Male,Married,null,1961-03-02,2025-10-08
11295,AW00011295,Taylor,Lewis,Female,Single,null,1959-11-13,2025-10-08
11296,AW00011296,Haley,Richardson,Female,Single,null,1941-04-05,2025-10-08
11297,AW00011297,Noah,Coleman,Male,Single,null,1940-08-01,2025-10-08
11298,AW00011298,Jon,Luo,Male,Married,null,1940-08-30,2025-10-08
11299,AW00011299,Orlando,Vazquez,Male,Married,null,1941-09-29,2025-10-08
11300,AW00011300,Fernando,Barnes,Male,Married,null,1965-08-31,2025-10-08
11301,AW00011301,Cameron,Rodriguez,Male,Married,null,1965-12-07,2025-10-08
11302,AW00011302,Spencer,Russell,Male,Single,null,1971-12-09,2025-10-08
11303,AW00011303,Julia,Coleman,Female,Single,null,1966-04-10,2025-10-08
11304,AW00011304,Julia,Garcia,Female,Married,null,1971-03-14,2025-10-08
11305,AW00011305,Sean,Evans,Male,Married,null,1965-12-17,2025-10-08
11306,AW00011306,Micah,Zhou,Male,Married,null,1965-12-20,2025-10-08
11307,AW00011307,Hunter,Rodriguez,Male,Married,null,1965-10-31,2025-10-08
11308,AW00011308,Ian,Gonzales,Male,Married,null,1959-09-02,2025-10-08
11309,AW00011309,Victoria,Lewis,Female,Single,null,1959-12-10,2025-10-08
11310,AW00011310,Erin,Sanders,Female,Single,null,1964-07-05,2025-10-08
11311,AW00011311,Gabrielle,Lopez,Female,Single,null,1959-02-21,2025-10-08
11312,AW00011312,Sara,Richardson,Female,Single,null,1958-10-01,2025-10-08
11313,AW00011313,Trevor,Jenkins,Male,Single,null,1958-08-27,2025-10-08
11314,AW00011314,Mya,Flores,Female,Single,null,1970-06-16,2025-10-08
11315,AW00011315,Hailey,Ward,Female,Single,null,1959-03-31,2025-10-08
11316,AW00011316,Luke,Allen,Male,Married,null,1959-05-17,2025-10-08
11317,AW00011317,Victoria,Russell,Female,Single,null,1963-09-14,2025-10-08
11318,AW00011318,Jessica,Wilson,Female,Single,null,1958-04-25,2025-10-08
11319,AW00011319,Jade,Bailey,Female,Married,null,1948-04-23,2025-10-08
11320,AW00011320,Morgan,Hill,Female,Married,null,1942-12-24,2025-10-08
11321,AW00011321,Terrance,Raman,Male,Married,null,1944-01-05,2025-10-08
11322,AW00011322,Sydney,Garcia,Female,Married,null,1943-09-12,2025-10-08
11323,AW00011323,Jose,Patterson,Male,Single,null,1943-12-18,2025-10-08
11324,AW00011324,Zachary,Anderson,Male,Married,null,1944-11-10,2025-10-08
11325,AW00011325,Elijah,Ross,Male,Single,null,1944-12-29,2025-10-08
11326,AW00011326,Rafael,Xie,Male,Married,null,1944-12-23,2025-10-08
11327,AW00011327,Jaime,Moreno,Male,Married,null,1945-09-01,2025-10-08
11328,AW00011328,Julian,Griffin,Male,Married,null,1945-06-30,2025-10-08
11329,AW00011329,Andy,Alvarez,Male,Single,null,1946-01-22,2025-10-08
11330,AW00011330,Ryan,Thompson,Male,Married,null,1945-11-10,2025-10-08
11331,AW00011331,Samantha,Jenkins,Female,Married,null,1974-01-03,2025-10-08
11332,AW00011332,Deanna,Ramos,Female,Single,null,1968-04-02,2025-10-08
11333,AW00011333,Emily,Miller,Female,Married,null,1968-01-07,2025-10-08
11334,AW00011334,Nicole,Brown,Female,Married,null,1966-09-19,2025-10-08
11335,AW00011335,Carla,Raman,Female,Married,null,1977-12-18,2025-10-08
11336,AW00011336,Shaun,Raji,Male,Married,null,1973-03-08,2025-10-08
11337,AW00011337,Jerome,Romero,Male,Married,null,1967-03-21,2025-10-08
11338,AW00011338,Frank,Navarro,Male,Married,null,1972-08-06,2025-10-08
11339,AW00011339,Dennis,She,Male,Single,null,1967-01-05,2025-10-08
11340,AW00011340,Melody,Munoz,Female,Married,null,1947-04-03,2025-10-08
11341,AW00011341,Randy,Zeng,Male,Married,null,1942-02-18,2025-10-08
11342,AW00011342,Marshall,Wang,Male,Married,null,1973-03-07,2025-10-08
11343,AW00011343,Arthur,Carlson,Male,Married,null,1975-03-09,2025-10-08
11344,AW00011344,Jessie,Jimenez,Female,Married,null,1963-01-21,2025-10-08
11345,AW00011345,Robin,Ramos,Female,Single,null,1962-09-09,2025-10-08
